project_id,project_name,ownership_path_records,distinct_parent_entity_ids,distinct_immediate_owner_entity_ids,missing_ownership_share_records,missing_or_placeholder_capacity_records,distinct_reported_capacity_values,statuses_as_reported
P1954,Shaybah-Abqaiq Oil Pipeline,3,3,1,0,0,1,operating
P1955,Trans-Arabian Oil Pipeline,3,3,1,0,0,1,retired
P1956,Hawtah-Hawtah stabilizer Oil Pipeline,3,3,1,0,0,1,operating
P1957,Haradh-Abqaiq Oil Plants Pipelines,3,3,1,0,0,1,operating
P1958,Safaniyah-Juaymah Oil Pipeline,3,3,1,0,3,0,operating
P1959,Haradh-Abqaiq plants Oil Pipelines,3,3,1,0,3,0,operating
P1960,AY1L KP 65.628-Rabigh refinery Oil Pipeline,3,3,1,0,3,0,operating
P1961,Haradh-Abqaiq plants Oil Pipelines,3,3,1,0,3,0,operating
P1962,Khurais-Riyadh Oil Pipeline,3,3,1,0,3,0,operating
P1963,Khursaniyah-Ras Tanura Oil Pipelines,3,3,1,0,3,0,operating
P1967,Kursaniyah-Ras Tanura Oil Pipelines,3,3,1,0,3,0,operating
P1968,Kursaniyah-Ras Tanura  Oil Pipelines,3,3,1,0,3,0,operating
P1969,Kursaniyah-KRT corridor km 191 Oil Pipeline,3,3,1,0,3,0,operating
P1970,Abu Ali-Berri junction Oil Pipeline,3,3,1,0,0,1,operating
P1971,UA-1 km 78-Abqaiq Oil Pipeline,3,3,1,0,3,0,operating
P1972,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating
P1973,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating
P1974,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating
P1975,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating
P1976,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating
P1978,Berri junction-Ras Tanura Oil Pipeline,3,3,1,0,0,1,operating
P1979,Km 50-Qatif junction Oil Pipeline,3,3,1,0,3,0,operating
P1983,UA-1 km 49-Abqaiq Oil Pipeline,3,3,1,0,3,0,operating
P1984,Aindar-Abqaiq Plants Oil Pipelines,3,3,1,0,3,0,operating
P1985,Aindar-Abqaiq Plants Oil Pipelines,3,3,1,0,3,0,operating
P1986,Aindar-Abqaiq Plants Oil Pipelines,3,3,1,0,3,0,operating
P1987,Qatif Junction-Juaymah terminal Oil Pipelines,3,3,1,0,3,0,operating
P1988,Qatif Junction-Juaymah terminal Oil Pipelines,3,3,1,0,3,0,operating
P1989,Qatif Junction-Juaymah terminal Oil Pipelines,3,3,1,0,3,0,operating
P1991,Enbridge Line 3 Oil Pipeline,3,3,1,0,0,1,operating
P2017,East-West Crude Oil Pipeline,3,3,1,0,0,1,shelved
P2045,Kuyumba-Taishet Oil Pipeline,3,3,1,0,0,1,cancelled
P2080,Kamenny Log-Perm Oil Pipeline,3,3,1,0,0,1,operating
P2092,Frontier NGL Pipeline,3,3,1,0,3,0,proposed
P2094,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating
P2096,Enbridge Line 8 Oil Pipeline,3,3,1,0,0,1,operating
P2100,Northern Gateway Oil Pipeline Project,3,3,1,0,0,1,cancelled
P2103,AOC Hangingstone Oil Pipeline,3,3,1,0,0,1,operating
P2105,Peace Pipeline,3,3,1,0,0,1,operating
P2106,Peace Pipeline,3,3,1,0,3,0,operating
P2107,Peace Pipeline,3,3,1,0,0,1,operating
P2108,Peace Pipeline,3,3,1,0,0,1,construction
P2109,Peace Pipeline,3,3,1,0,3,0,operating
P2112,Southern Lights Pipeline,3,3,1,0,0,1,cancelled
P2193,Litvinov-Spergau Oil Pipeline,3,3,1,0,0,1,shelved
P2262,Northern Peruvian Oil Pipeline,3,3,1,0,0,1,operating
P2269,Pomeranian Crude Oil Pipeline,3,3,2,0,0,1,proposed
P2279,Alexandrovskoe-Anzhero-Sudzhensk Oil Pipeline,3,3,1,0,0,1,operating
P2280,"Almetyevsk-Aznakaevo I, II Oil Pipeline",3,3,1,0,3,0,operating
P2281,Almetyevsk-Kuibyshev Oil Pipeline,3,3,1,0,0,1,operating
P2284,Bavly-Kuibyshev Oil Pipeline,3,3,1,0,3,0,operating
P2294,Chekmagush-Aznakaevo Oil Pipeline,3,3,1,0,3,0,operating
P2295,Chernushka-Kaltasy Oil Pipeline,3,3,1,0,0,1,operating
P2314,Igolsko-Talovoe-Parabel Oil Pipeline,3,3,1,0,0,1,operating
P2316,Kaltasy-Samara Oil Pipeline,3,3,1,0,0,1,operating
P2317,Kaltasy-Ufa 2 Oil Pipeline,3,3,1,0,0,1,operating
P2318,Kaltasy-Yazykovo-Salavat Oil Pipeline,3,3,1,0,0,1,operating
P2319,Karabash-Almetyevsk-Kaleykino Oil Pipeline,3,3,1,0,0,1,operating
P2323,Khadyzhensk-Krasnodar Oil Pipeline,3,3,1,0,0,1,operating
P2324,Kholmogory-Klin Oil Pipeline,3,3,1,0,0,1,operating
P2325,Kholmogory-Western Surgut Oil Pipeline,3,3,1,0,0,1,operating
P2328,Krasnoleninsk-Shaim-Konda Oil Pipeline,3,3,1,0,0,1,operating
P2329,Krasnoyarsk-Irkutsk Oil Pipeline,3,3,1,0,0,1,operating
P2330,Krymsk-Krasnodar Oil Pipeline,3,3,1,0,0,1,operating
P2331,Kuibyshev-Lysychansk Oil Pipeline,3,3,1,0,0,1,operating
P2333,Kuleshovka-Kuibyshev Oil Pipeline,3,3,1,0,0,1,operating
P2338,Malgobek-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating
P2344,Kiengop-Naberezhnye Chelny Oil Pipeline,3,3,1,0,0,1,operating
P2345,Mukhanovo-Kuibyshev Oil Pipeline,3,3,1,0,3,0,operating
P2347,Naberezhnye Chelny-Almetyevsk Oil Pipeline,3,3,1,0,0,1,operating
P2349,Nizhnevartovsk-Kurgan-Kuibyshev Oil Pipeline,3,3,1,0,0,1,operating
P2359,Novovelichkovskaya-Krasnodar Oil Pipeline,3,3,1,0,0,1,operating
P2360,Oil Pumping Station Sutorminskaya-Oil Pumping Station Kholmogory Oil Pipeline,3,3,1,0,0,1,mothballed
P2361,Omsk-Irkutsk Oil Pipeline,3,3,1,0,0,1,operating
P2363,Omsk-Pavlodar Oil Pipeline,3,3,1,0,0,1,operating
P2367,Baltic Pipeline System 1,3,3,1,0,0,1,operating
P2368,Perm-Almetyevsk Oil Pipeline,3,3,1,0,3,0,operating
P2369,Perm-Osa Oil Pipeline,3,3,1,0,0,1,operating
P2374,Pokrovka-Krotovka Oil Pipeline,3,3,1,0,0,1,operating
P2382,Salavat-Orsk Oil Pipeline,3,3,1,0,0,1,operating
P2384,Saratov-Kuzmichi Oil Pipeline,3,3,1,0,0,1,operating
P2386,Shaim-Tyumen Oil Pipeline,3,3,1,0,0,1,operating
P2389,Shkapovo-Salavat Oil Pipeline,3,3,1,0,0,1,operating
P2427,Subhankulovo-Shkapovo Oil Pipeline,3,3,1,0,0,1,operating
P2428,Surgut-Gorky-Polotsk Oil Pipeline,3,3,1,0,0,1,operating
P2434,Tuymazy-Omsk-Novosibirsk 2 Oil Pipeline,3,3,1,0,0,1,operating
P2436,Tuymazy-Ufa Oil Pipeline,3,3,1,0,0,1,operating
P2443,Uryevskaya-South Balyk Oil Pipeline,3,3,1,0,3,0,operating
P2444,Usa-Ukhta Oil Pipeline,3,3,1,0,0,1,operating
P2445,Ust-Balyk-Kurgan-Ufa-Almetyevsk Oil Pipeline,3,3,1,3,0,1,operating
P2446,Ust-Balyk-Omsk Oil Pipeline,3,3,1,0,0,1,operating
P2448,Vatiegan-April Oil Pipeline,3,3,1,0,0,1,operating
P2460,Zhirnovsk-Volgograd Oil Pipeline,3,3,1,0,0,1,operating
P2478,Sudan–Ethiopia Oil Pipeline,3,3,2,3,3,0,shelved
P2532,Enbridge Line 20 Oil Pipeline,3,3,1,0,3,0,operating
P2543,Heidelberg Oil Pipeline,3,3,1,0,0,1,operating
P2554,Enbridge Line 78 Oil Pipeline,3,3,1,0,0,1,operating
P2571,North Dakota Pipeline System,3,3,1,0,0,1,operating
P2583,Platte Crude Oil Pipeline,3,3,1,0,0,1,operating
P2584,Enbridge Line 5 Oil Pipeline,3,3,1,0,3,0,proposed
P2589,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating
P2590,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating
P2591,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating
P2592,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating
P2618,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating
P2620,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating
P2655,Stampede Oil Pipeline,3,3,1,0,0,1,operating
P2671,Express Oil Pipeline System,3,3,1,0,0,1,operating
P2731,Peace Pipeline,3,3,1,0,3,0,operating
P2740,Enbridge Line 66 Oil Pipeline,3,3,1,0,3,0,cancelled
P3113,Cochabamba-Arica Oil Pipeline,3,3,1,0,0,1,operating
P3114,Santa Cruz-Cochabamba Oil Pipeline,3,3,1,0,0,1,operating
P3115,Carrasco-Cochabamba Oil Pipeline,3,3,1,0,0,1,operating
P3116,Víbora-Sirari-Yapacaní-Humberto Suárez Oil Pipeline,3,3,1,0,0,1,operating
P3117,Carrasco-Caranda Oil Pipeline,3,3,1,0,0,1,operating
P3118,Camiri-Santa Cruz Oil Pipeline,3,3,1,0,0,1,operating
P3119,Camiri-Yacuiba Oil Pipeline,3,3,1,0,0,1,operating
P3120,Camiri-Villamontes Oil Pipeline,3,3,1,0,0,1,operating
P3168,Vito Oil Pipeline,3,3,1,0,0,1,operating
P3180,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating
P3181,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating
P3182,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating
P3679,Sabo-Dagi Oil Pipeline,3,3,1,1,0,1,operating
P3689,Badr El Din-El Hamra Oil Pipeline,3,3,1,0,0,1,operating
P3691,El Hamra-Shamandoura Oil Pipeline,3,3,1,0,0,1,operating
P3693,El Hamra-Sidi Krir-Alexandria Oil Pipeline,3,3,1,0,0,1,operating
P3701,Abu Sennan-El Hamra Oil Pipeline,3,3,1,0,3,0,operating
P3703,Kaleykino–Nizhnekamsk Refinery Oil Pipeline,3,3,1,0,3,0,operating
P3704,Kharyaga–Indiga Oil Pipeline,3,3,1,0,0,1,cancelled
P3795,Huangdao–Weifang Oil Pipeline,3,3,1,0,0,1,operating
P3871,Enbridge Line 93 Oil Pipeline,3,3,1,0,0,1,operating
P3892,Norealis Oil Pipeline,3,3,1,0,0,1,operating
P5106,Enbridge Line 5 Oil Pipeline,3,3,1,0,3,0,proposed
P5124,Ukhta-Yaroslavl Oil Pipeline,3,3,1,0,0,1,operating
P5127,Tikhoretsk-Tuapse 1 Oil Pipeline,3,3,1,0,0,1,operating
P5135,Marjan Oil Pipeline,3,3,1,0,0,1,construction
P5159,Kursaniyah-Ras Tanura Oil Pipeline,3,3,1,0,3,0,operating
P5160,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,retired
P5161,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,operating
P5162,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,operating
P5172,Tuymazy-Ufa Oil Pipeline,3,3,1,0,3,0,operating
P5173,Tuymazy-Ufa Oil Pipeline,3,3,1,0,0,1,operating
P5174,Skovorodino-Mohe Oil Pipeline,3,3,1,0,0,1,operating
P5195,Shaybah-Abqaiq Oil Pipeline,3,3,1,0,0,1,operating
P5196,Shaybah-Abqaiq NGL Pipeline,3,3,1,0,0,1,operating
P5208,Yaroslavl-Moscow Oil Pipeline,3,3,1,0,0,1,operating
P5209,Anzhero-Sudzhensk-Krasnoyarsk Oil Pipeline,3,3,1,0,0,1,operating
P5211,Kuibyshev-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating
P5212,Kuibyshev-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating
P5213,Kuibyshev-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,construction
P5214,Tobruk NGL Pipeline,3,3,2,1,3,0,construction
P5216,Almetyevsk-Gorky Oil Pipeline,3,3,1,3,0,1,operating
P5217,Almetyevsk-Gorky Oil Pipeline,3,3,1,3,0,1,operating
P5233,Lysychansk-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating
P5236,Lysychansk-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating
P5262,Enbridge Line 32 Oil Pipeline,3,3,1,0,3,0,operating
P5332,Baltic Pipeline System 1,3,3,1,0,0,1,operating
P5333,Baltic Pipeline System 1,3,3,1,0,0,1,retired
P5341,OSO Oil PIpeline,3,3,1,0,0,1,operating
P5384,Ayacucho-Coveñas Oil Pipeline,3,3,1,0,0,1,operating
P5385,Coveñas-Cartagena Oil Pipeline,3,3,1,0,0,1,operating
P5386,"Galán-Ayacucho 18"" Oil Pipeline",3,3,1,0,0,1,operating
P5387,"Galán-Ayacucho 14"" Oil Pipeline",3,3,1,0,0,1,operating
P5388,Vasconia-CIB Oil Pipeline,3,3,1,0,0,1,operating
P5389,"Ayacucho-Galán 8"" Oil Pipeline",3,3,1,0,0,1,operating
P5390,Mansoya-Orito Oil Pipeline,3,3,1,0,0,1,operating
P5391,Araguaney-Monterrey Oil Pipeline,3,3,1,0,0,1,operating
P5392,Santiago-Porvenir Oil Pipeline,3,3,1,0,0,1,operating
P5393,Apiay-Monterrey Oil Pipeline,3,3,1,0,0,1,operating
P5394,Yaguará-Tenay Oil Pipeline,3,3,1,0,0,1,operating
P5395,Flanagan South Oil Pipeline,3,3,1,0,0,1,proposed
P5421,Ocelote-Palmeras Oil Pipeline,3,3,1,0,0,1,operating
P5423,Northern Peruvian Oil Pipeline,3,3,1,0,0,1,operating
P5424,Northern Peruvian Oil Pipeline,3,3,1,0,0,1,operating
P5425,Víbora-Sirari-Yapacaní-Humberto Suárez Oil Pipeline,3,3,1,0,0,1,operating
P5426,Caranda-Santa Cruz Oil Pipeline,3,3,1,0,0,1,operating
P5427,Surubí-Carrasco Oil Pipeline,3,3,1,0,0,1,operating
P5428,Cerrillos-Chorety Oil Pipeline,3,3,1,0,0,1,operating
P5429,Tigüipa-Salinas Oil Pipeline,3,3,1,0,0,1,operating
P5446,Vaca Muerta Norte Oil Pipeline,3,3,1,0,0,1,operating
P5448,Puesto Hernández-Luján de Cuyo Oil Pipeline,3,3,1,0,0,1,operating
P5449,Puerto Rosales-La Plata Oil Pipeline,3,3,1,0,0,1,operating
P5450,La Plata-Dock Sud Oil Pipeline,3,3,1,0,0,1,operating
P5452,Loma La Lata-Centenario Oil Pipeline,3,3,1,0,0,1,operating
P5454,Los Perales-Las Mesetas-Caleta Olivia Oil Pipeline,3,3,1,0,0,1,operating
P5455,Estancia La Maggie-Punta Loyola Oil Pipeline,3,3,1,0,3,0,operating
P5456,Boleadoras-Punta Loyola Oil Pipeline,3,3,1,0,0,1,operating
P5457,María Inés-Punta Loyola Oil Pipeline,3,3,1,0,0,1,operating
P5458,El Cóndor-Punta Loyola Oil Pipeline,3,3,1,0,0,1,operating
P6104,Krymsk-Krasnodar Oil Pipeline,3,3,1,0,0,1,operating
P6162,Almetyevsk-Gorky Oil Pipeline,3,3,1,3,0,1,operating
P6163,Gorky-Ryazan Oil Pipeline,3,3,1,3,0,1,operating
P6164,Lysychansk-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,proposed
P6165,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,construction
P6185,Huangdao–Weifang Oil Pipeline,3,3,1,0,3,0,proposed
P6186,"Galán-Sebastopol 16"" Pipeline",3,3,1,0,0,1,operating
P6187,"Galán-Sebastopol 12"" Pipeline",3,3,1,0,0,1,operating
P6188,Galán-Mansilla LPG Pipeline,3,3,1,0,0,1,operating
P6189,Galán-Mansilla LPG Pipeline,3,3,1,0,0,1,operating
P6190,Galán-Mansilla LPG Pipeline,3,3,1,0,0,1,idle
P6191,Sebastopol-Tocancipá Pipeline,3,3,1,0,0,1,operating
P6192,Sutamarchán-Apiay Pipeline,3,3,1,0,0,1,operating
P6193,Sebastopol-Tocancipá Pipeline,3,3,1,0,0,1,operating
P6271,Puerto Salgar-Yumbo Pipeline,3,3,1,0,0,1,operating
P6272,Galán-Bucaramanga Pipeline,3,3,1,0,0,1,operating
P6280,Puerto Salgar-Yumbo Pipeline,3,3,1,0,0,1,operating
P6369,Umm Bab-Mile 32 oil pipeline,3,2,2,0,3,0,operating
P6370,Umm Bab-Mile 32 oil pipeline,3,2,2,0,3,0,operating
P6380,Mile 32-Mesaieed Oil Pipelines,3,2,2,0,3,0,operating
P6381,Mile 32-Mesaieed Oil Pipelines,3,2,2,0,3,0,operating
P6559,Mina Abdullah Oil Pipeline,3,3,2,2,0,1,operating
P6560,Mina Abdullah Oil Pipeline,3,3,2,2,3,0,operating
P7151,Mina Abdullah Oil Pipeline,3,3,2,2,3,0,construction
P7153,Mina Abdullah Oil Pipeline,3,3,2,2,3,0,operating
P7189,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,construction
P7192,Upper Zakum-Zirku Island Oil Pipeline,3,3,2,1,3,0,operating
P7200,Sukhodolnaya-Rodionovskaya Oil Pipeline,3,3,1,0,0,1,operating
P7213,Almetyevsk-Kuibyshev Oil Pipeline,3,3,1,0,0,1,operating
P7241,Zhirnovsk-Volgograd Oil Pipeline,3,3,1,0,0,1,proposed
P7243,Sukhodolnaya-Rodionovskaya Oil Pipeline,3,3,1,0,0,1,proposed
P7247,Perm-Osa Oil Pipeline,3,3,1,0,0,1,proposed
P7269,Tobruk NGL Pipeline,3,3,2,1,3,0,construction
P7316,Minya-Asyut Oil Pipeline,3,3,1,0,3,0,construction
P7318,Musturad-Banha Oil Pipeline,3,3,1,0,3,0,operating
P7319,Musturad-Banha Oil Pipeline,3,3,1,0,3,0,construction
P7320,Beni Suef -Minya Oil Pipeline,3,3,1,0,3,0,operating
P7329,"Northern Geisum ""GNN-11"" Oil Pipeline",3,3,1,0,0,1,operating
P7330,Badr-Musturad Oil Pipeline,3,3,1,0,3,0,operating
P7331,Agroud-Ain Sokhna Oil Pipeline,3,3,1,0,3,0,construction
P7332,Suez-Musturad Oil Pipeline,3,3,1,0,3,0,operating
P7333,Asyut-Suhag LPG Pipeline,3,3,1,0,3,0,operating
P7338,Dekhela-Wadi AlQamar LPG Pipeline,3,3,1,0,3,0,operating
P7339,Abu Rudis-Wadi Feran LPG Pipeline,3,3,1,0,3,0,operating
P7341,Shouqir- Asyut Oil Pipeline,3,3,1,0,3,0,operating
P7363,Ras Gharb- Asyut LPG Pipeline,3,3,1,0,3,0,operating
P7364,Ras Bakr-Ras Gharb-Asyut LPG Pipeline,3,3,1,0,3,0,operating
P7365,Damietta Port-Tanta LPG Pipeline,3,3,1,0,3,0,operating
P0032,Trans Mountain Oil Pipeline,2,2,1,0,0,1,operating
P0033,Trans Mountain Oil Pipeline,2,2,1,0,0,1,operating
P0037,Auger Oil Pipeline,2,2,1,0,0,1,operating
P0058,Dakota Express Oil Pipeline,2,2,1,0,0,1,cancelled
P0089,Zydeco Oil Pipeline,2,2,1,0,0,1,operating
P0106,Delta Oil Pipeline,2,2,1,0,0,1,operating
P0130,South Texas Crude Oil Pipeline (Koch),2,2,1,0,2,0,operating
P0138,Westward Ho Oil Pipeline,2,2,1,0,0,1,cancelled
P0140,Wood River Oil Pipeline,2,2,1,0,0,1,retired
P0341,Knight Warrior Pipeline,2,2,1,1,0,1,cancelled
P0346,Cook Inlet Pipeline System,2,2,1,2,0,1,operating
P0347,Cimarron Express Pipeline,2,2,1,1,0,1,cancelled
P0406,Cantarell Field Oil Pipeline Network,2,2,1,0,0,1,operating
P0414,Ku-Maloob-Zaap Oil Pipeline Network,2,2,1,0,0,1,operating
P0421,Nuevo Teapa-Tula Oil Pipeline,2,2,1,0,0,1,operating
P0524,Haoudh El Hamra-Arzew Oil Pipeline,2,2,1,0,0,1,operating
P0525,Haoudh El Hamra-Skikda Oil Pipeline,2,2,1,0,0,1,operating
P0533,Niger Chad Oil Pipeline,2,2,2,2,0,1,proposed
P0539,Tazama Oil Pipeline,2,2,2,0,0,1,operating
P0547,Kirkuk-Ceyhan Oil Pipeline,2,2,1,0,0,1,operating
P0549,Trans-Israel Oil Pipeline,2,2,1,0,0,1,operating
P0553,Bab-Habshan–Fujairah Oil Pipeline,2,2,1,0,0,1,operating
P0555,Masila-Ash Shihr Oil Pipeline,2,2,1,1,0,1,operating
P0556,Shabwah-Bir Ali Pipeline,2,2,1,1,0,1,operating
P0557,Beni Mansour-Algiers Oil Pipeline,2,2,1,0,0,1,operating
P0558,El Borma-Mesdar Oil Pipeline,2,2,1,0,0,1,operating
P0559,Haoudh El Hamra-Bejaia Oil Pipeline,2,2,1,0,0,1,operating
P0560,Hassi Berkine-Haoudh el Hamra Oil Pipeline,2,2,1,0,0,1,operating
P0561,In Amenas-Haoudh el Hamra Oil Pipeline,2,2,1,0,0,1,operating
P0562,Mesdar-Haoudh el Hamra Oil Pipeline,2,2,1,0,0,1,operating
P0564,Essungo-Quinfuquena Oil Pipeline,2,2,1,0,2,0,operating
P0566,Lombo-Essungo Oil Pipeline,2,2,1,0,2,0,operating
P0574,Neka Jask Pipeline,2,2,1,0,0,1,cancelled
P0593,Hamada al Hamra-Zawiya Oil Pipeline,2,2,1,0,0,1,operating
P0596,Majid-Nafoora Oil Pipeline,2,2,1,0,0,1,operating
P0597,Messla-Amal Oil Pipeline,2,2,1,0,0,1,operating
P0598,Nafoora-Amal Oil Pipeline,2,2,1,0,0,1,operating
P0599,Nasser-Brega Oil Pipeline,2,2,1,0,0,1,operating
P0600,Raguba-Brega Feeder Oil Pipeline,2,2,1,0,0,1,operating
P0604,Sarir-Tobruk Oil Pipeline,2,2,1,0,0,1,operating
P0614,Brass Creek-Forcados Oil Pipeline,2,2,1,0,0,1,operating
P0621,Nkpoku-Bomu Oil Pipeline,2,2,1,0,2,0,operating
P0625,Rapele-Forcados Oil Pipeline,2,2,1,0,2,0,operating
P0626,Rumuekpe-Bonny Oil Pipeline,2,2,1,0,2,0,operating
P0627,Rumuekpe-Nkpoku Oil Pipeline,2,2,1,0,2,0,operating
P0629,Oman Main Line–Ras Markaz Oil Pipeline,2,2,1,0,0,1,proposed
P0630,Oman Main Oil Line,2,2,1,0,0,1,operating
P0631,South Oman Oil Line,2,2,1,0,2,0,operating
P0632,Bul Hanine-Halul Island Oil pipeline,2,2,1,0,2,0,operating
P0639,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,0,2,0,operating
P0640,Umm Shaif-Das Island oil pipeline,2,2,1,0,2,0,operating
P0641,Upper Zakum-Das Island Oil Pipeline,2,2,1,0,0,1,operating
P0650,Trans-Caspian Oil Pipeline,2,2,2,2,0,1,proposed
P0669,Forties Oil Pipeline System,2,2,1,2,0,1,operating
P0799,Ceyhan-Kırıkkale Oil Pipeline,2,2,1,0,0,1,operating
P0840,Bay of Bengal-Chittagong Oil Pipeline,2,2,1,0,2,0,construction
P0841,Bay of Bengal-Chittagong Oil Pipeline 2,2,2,1,0,2,0,construction
P0885,Champion-Seria Oil Pipeline,2,2,1,0,0,1,operating
P0973,Lawe-Lawe Oil Pipeline,2,2,1,0,0,1,operating
P0987,Tempino to Plaju Crude Oil Pipeline (TPCOP),2,2,1,0,0,1,operating
P1094,Sapugaskanda Oil Pipeline,2,2,1,0,0,1,operating
P1223,Madero-Cadereyta Oil Pipeline,2,2,1,0,0,1,operating
P1224,Hydrocarbons Stationary Transport System,2,2,1,0,0,1,operating
P1228,Curaray-Andoas Oil Pipeline,2,2,1,0,0,1,cancelled
P1229,Trans-Panama Pipeline,2,2,1,2,0,1,operating
P1231,SOTE Oil Pipeline,2,2,1,0,0,1,operating
P1232,Crudos Pesados Oil Pipeline,2,2,1,0,0,1,operating
P1829,In Amenas-Algerian-Tunisian Border Oil Pipeline,2,2,1,0,0,1,operating
P1927,La Victoria-Las Monas Oil Pipeline,2,2,1,0,0,1,operating
P1928,ERB-II-Anaco Oil Pipeline,2,2,1,0,0,1,operating
P1929,PT Oficina-Anaco Oil Pipeline,2,2,1,0,0,1,operating
P1930,PT Oficina-Puerto la Cruz 3 Oil Pipeline,2,2,1,0,0,1,operating
P1931,Traviaso-ERB-II Oil Pipeline,2,2,1,0,0,1,operating
P1932,Punta de Palma-Puerto Miranda Oil Pipeline,2,2,1,0,0,1,operating
P1933,ERB-II-Puerto la Cruz Oil Pipeline,2,2,1,0,0,1,operating
P1934,Lagunillas-La Salina Oil Pipeline,2,2,1,0,0,1,operating
P1935,PT Silvestre-El Palito Oil Pipeline,2,2,1,0,0,1,operating
P1936,PT Oficina-Puerto la Cruz 2 Oil Pipeline,2,2,1,0,0,1,operating
P1937,Mata Larga-PT Silvestre Oil Pipeline,2,2,1,0,0,1,operating
P1938,CIJAA-PT Oficina Oil Pipeline,2,2,1,0,0,1,operating
P1939,Bachaquero-Puerto Miranda 2 Oil Pipeline,2,2,1,0,0,1,operating
P1940,Puerto Miranda-Cardón Oil Pipeline,2,2,1,0,0,1,operating
P1941,Bachaquero-Puerto Miranda Oil Pipeline,2,2,1,0,0,1,operating
P1942,EPM-I-PT Oficina Oil Pipeline,2,2,1,0,0,1,operating
P1943,PT Oficina-Puerto la Cruz Oil Pipeline,2,2,1,0,0,1,operating
P1944,Ule-Amuay Oil Pipeline,2,2,1,0,0,1,operating
P1945,Ule-Amuay 2 Oil Pipeline,2,2,1,0,0,1,operating
P1946,ERB-II-TAEJ Oil Pipeline,2,2,1,0,0,1,operating
P1947,Traviaso-TAEJ Oil Pipeline,2,2,1,0,0,1,operating
P1948,PT Oficina-José Palmichal oil pipeline,2,2,1,0,0,1,operating
P1949,Traviaso-Naricual Oil Pipeline,2,2,1,0,0,1,operating
P2029,New Sapugaskanda Oil Pipeline,2,2,1,0,0,1,proposed
P2038,Zydeco Oil Pipeline,2,2,1,0,0,1,shelved
P2101,Access Pipeline System,2,2,1,2,2,0,operating
P2102,Northern Courier Pipeline System,2,2,1,0,0,1,operating
P2221,Cheshme Shour-Eshtehard Oil Pipeline,2,2,1,2,2,0,operating
P2222,Cheshme Shour-Eyvanaki Oil Pipeline,2,2,1,2,2,0,operating
P2223,Dalan-Shiraz Oil Pipeline,2,2,1,2,0,1,operating
P2224,Goureh-Jask Crude Oil Pipeline,2,2,1,2,0,1,operating
P2226,New Bandar Abbas-Sirjan-Rafsanjan Pipeline,2,2,1,0,0,1,operating
P2228,Batman-Dortyol Crude Oil Pipeline,2,2,1,0,0,1,operating
P2230,Tehran-Tabriz Crude Oil Pipeline,2,2,1,1,0,1,operating
P2260,Fahud–Sohar NGL Pipeline,2,2,2,2,2,0,operating
P2468,Durban–Sasolburg Oil Pipeline,2,2,1,0,0,1,operating
P2481,Tazama Oil Pipeline,2,2,2,0,0,1,proposed
P2546,Zydeco Oil Pipeline,2,2,1,0,0,1,operating
P2587,Zydeco Oil Pipeline,2,2,1,0,0,1,operating
P2680,Falcon Ethane Pipeline,2,2,1,0,0,1,operating
P3155,Seahawk Oil Pipeline,2,2,2,2,0,1,cancelled
P3161,Seahawk Oil Pipeline,2,2,2,2,0,1,cancelled
P3165,Seahawk Oil Pipeline,2,2,2,2,0,1,operating
P3684,Access Pipeline System,2,2,1,2,2,0,operating
P3685,Rabi-Cap Lopez Oil Pipeline,2,2,1,0,2,0,operating
P3696,D33 Baltic Sea Oil Pipeline,2,2,1,0,0,1,construction
P3697,D33 Baltic Sea Oil Pipeline,2,2,1,0,0,1,construction
