project_id,project_name,ownership_path_records,distinct_parent_entities,distinct_immediate_owners,statuses_as_reported,valid_reported_capacity_path_records,missing_or_placeholder_capacity_path_records,distinct_reported_capacity_values
P1996,Ozark Crude Oil Pipeline,7,7,1,operating,7,0,1
P2441,Seaway Oil Pipeline System,7,7,2,operating,7,0,1
P2515,Pony Express Oil Pipeline,7,7,1,operating,0,7,0
P2520,Cornerstone Oil Pipeline,7,7,1,operating,7,0,1
P2585,Pony Express Oil Pipeline,7,7,1,operating,7,0,1
P2593,Pony Express Oil Pipeline,7,7,1,operating,7,0,1
P2608,Sacagawea Oil Pipeline,7,7,2,operating,7,0,1
P2610,Seaway Oil Pipeline System,7,7,2,operating,7,0,1
P2611,Seaway Oil Pipeline System,7,7,2,operating,7,0,1
P2659,Western Corridor Oil Pipeline System,7,7,1,operating,7,0,1
P2662,Western Corridor Oil Pipeline System,7,7,1,cancelled,7,0,1
P2668,Ozark Crude Oil Pipeline,7,7,1,operating,7,0,1
P2725,Pony Express Oil Pipeline,7,7,1,operating,7,0,1
P3159,Keystone Port Neches Link Oil Pipeline,7,7,2,operating,7,0,1
P3183,Pony Express Oil Pipeline,7,7,1,cancelled,7,0,1
P3702,Amal-Ra's Lanuf Oil Pipeline,7,5,2,operating,7,0,1
P3728,Seaway Oil Pipeline System,7,7,2,operating,7,0,1
P3729,Seaway Oil Pipeline System,7,7,2,operating,7,0,1
P3746,Daqing–Harbin Oil Pipeline,7,7,1,retired,0,7,0
P3817,Daqing–Harbin Oil Pipeline,7,7,1,operating,7,0,1
P3863,Bluewater Texas (BWTX) Terminal Pipelines,7,7,1,proposed,0,7,0
P3864,Bluewater Texas (BWTX) Terminal Pipelines,7,7,1,proposed,0,7,0
P3865,Bluewater Texas (BWTX) Terminal Pipelines,7,7,1,proposed,0,7,0
P5125,Southwest Mleiha Pipeline,7,7,2,operating,7,0,1
P5138,Pavlodar-Shymkent Oil Pipeline,7,7,1,operating,7,0,1
P5141,Kenkiyak-Orsk Oil Pipeline,7,7,1,operating,7,0,1
P5142,Shymkent-Chardzhou Oil Pipeline,7,7,1,mothballed,7,0,1
P5166,Arbuckle Pipeline,7,7,2,operating,7,0,1
P5193,Kalamkas-Karazhanbas-Aktau Oil Pipeline,7,7,1,operating,7,0,1
P5194,Ozen-Zhetybay-Aktau Oil Pipeline,7,7,1,operating,7,0,1
P5201,Kumkol-Karakoin Oil Pipeline,7,7,1,operating,7,0,1
P5203,Kumkol-Karakoin Oil Pipeline,7,7,1,operating,7,0,1
P5286,Al-Ahdab–Tuba Oil Pipeline,7,7,2,operating,7,0,1
P5288,Al-Ahdab–Tuba Oil Pipeline,7,7,2,operating,7,0,1
P5482,Ozark Crude Oil Pipeline,7,7,1,operating,7,0,1
P5483,Ozark Crude Oil Pipeline,7,7,1,operating,7,0,1
P6089,Uran-Chakan-Shikrapur LPG Pipeline,7,7,1,operating,7,0,1
P6090,Mangalore-Hassan-Mysore-Yediyur LPG Pipeline,7,7,1,operating,7,0,1
P6091,Hassan-Cherlapalli LPG Pipeline,7,7,1,operating,7,0,1
P6166,Martyshi-Atyrau Oil Pipeline,7,7,1,operating,7,0,1
P6178,Cartagena-Puertollano Oil Pipeline,7,7,1,operating,0,7,0
P6268,Prorva-Kulsary Oil Pipeline,7,7,1,operating,7,0,1
P6279,Huaxian Oil Pipeline(Xianren Island-North Huajin),7,7,1,operating,7,0,1
P6282,Shymkent-Shagyr Oil Pipeline,7,7,1,operating,7,0,1
P6358,Cha-Ren Oil Pipeline,7,7,1,operating,7,0,1
P6362,Ozen-Zhetybay-Aktau Oil Pipeline,7,7,1,operating,7,0,1
P6382,Kenkiyak-Orsk Oil Pipeline,7,7,1,mothballed,7,0,1
P6384,Zhanazhol-Kenkiyak Oil Pipeline,7,7,1,operating,7,0,1
P6397,OPS 3-Koschagyl Oil Pipeline,7,7,1,operating,7,0,1
P6398,Komsomolsk-Makat Oil Pipeline,7,7,1,operating,7,0,1
P6399,Kasymov OPS-OPS 663 km-Atyrau Oil Pipeline,7,7,1,operating,7,0,1
P6402,Kumkol-Karakoin Oil Pipeline,7,7,1,operating,7,0,1
P6403,Chai Northwest Oil Pipeline,7,7,1,operating,7,0,1
P6405,Ozen-Zhetybay-Aktau Oil Pipeline,7,7,1,operating,7,0,1
P6428,Bozi-Yaha Condensate Pipeline,7,7,1,operating,7,0,1
P6430,Tarim Oilfield-Lanzhou Petrochemical Condensate Pipeline,7,7,1,operating,7,0,1
P6520,Arbuckle Pipeline,7,7,2,operating,7,0,1
P7268,Eskene-Kuryk Oil Pipeline,7,7,1,proposed,7,0,1
P7322,Overland Pass NGL Pipeline,7,7,1,operating,7,0,1
P7323,Overland Pass NGL Pipeline,7,7,1,operating,0,7,0
P7324,Overland Pass NGL Pipeline,7,7,1,operating,0,7,0
P0038,Bakken Express Oil Pipeline,6,6,1,cancelled,6,0,1
P0082,Galveston Block A244 Offshore Oil Pipelines,6,6,1,operating,6,0,1
P0085,Heavy Louisiana Sweet Crude Oil Pipeline System,6,6,1,operating,6,0,1
P0088,Hoover Offshore Oil Pipeline System (HOOPS),6,6,1,operating,6,0,1
P0095,Longhorn Oil Pipeline,6,6,1,operating,6,0,1
P0112,Pegasus Crude Oil Pipeline,6,6,1,retired,6,0,1
P0142,Wrangler Oil Pipeline,6,6,2,cancelled,6,0,1
P0348,Crane to Three Rivers Pipeline,6,6,1,cancelled,6,0,1
P0354,Delaware Express Pipeline,6,6,1,operating,6,0,1
P0357,Inland California Express,6,6,1,cancelled,6,0,1
P0358,Seahorse Pipeline,6,6,1,cancelled,6,0,1
P0363,Sweden Valley Project,6,6,1,cancelled,0,6,0
P0394,Redbud Pipeline System,6,6,1,operating,0,6,0
P0395,Delaware Connector Pipeline,6,6,1,operating,6,0,1
P0588,El Feel-El Sharara Oil Pipeline,6,6,2,operating,6,0,1
P0589,El Sharara-Mellitah Oil Pipeline,6,6,2,operating,6,0,1
P0601,Ramal-Abu-Attifel Oil Pipeline,6,6,2,operating,6,0,1
P0606,Wafa-Mellitah Oil Pipeline,6,6,2,operating,6,0,1
P0616,Edop-Qua Iboe Terminal Oil Pipeline,6,6,1,operating,6,0,1
P0619,Idoho-Qua Iboe Terminal Oil Pipeline,6,6,1,operating,0,6,0
P0623,Oso-Qua Iboe Terminal Oil Pipeline,6,6,1,operating,0,6,0
P0637,Bahrain Saudi Arabia Oil Pipeline,6,6,2,operating,6,0,1
P0666,Brent System Oil Pipeline,6,6,1,operating,6,0,1
P0813,Gorm Fredericia Oil Pipeline,6,6,1,operating,0,6,0
P0946,Mundra-Panipat Oil Pipeline,6,6,1,operating,6,0,1
P0951,Paradip-Haldia-Barauni Oil Pipeline (PHBPL),6,6,1,operating,6,0,1
P0952,Salaya–Mathura Oil Pipeline,6,6,1,operating,6,0,1
P0956,Vadinar-Bina Crude Oil Pipeline,6,6,2,operating,6,0,1
P1210,Longford to Long Island Point Oil Pipeline,6,6,1,retired,6,0,1
P1293,Beta Crude Connector,6,6,1,operating,6,0,1
P1302,Voyager Pipeline,6,6,2,shelved,6,0,1
P1310,Liberty Pipeline,6,6,1,cancelled,6,0,1
P2200,Île-de-France Oil Pipeline,6,6,1,operating,6,0,1
P2293,Chayanda-Eastern Siberia-Pacific Ocean Oil Pipeline,6,6,1,operating,6,0,1
P2572,North Line Crude Oil Pipeline,6,6,1,operating,6,0,1
P2677,Arbuckle II Y-Grade Pipeline,6,6,1,operating,6,0,1
P2685,Bluestem Y-Grade Pipeline,6,6,1,operating,6,0,1
P2688,Bakken NGL Pipeline,6,6,1,operating,6,0,1
P2690,Arbuckle II Y-Grade Pipeline,6,6,1,operating,6,0,1
P2695,Bakken NGL Pipeline,6,6,1,operating,6,0,1
P3128,OSPAR Pipeline,6,6,1,operating,6,0,1
P3129,ORBIG Pipeline,6,6,1,operating,6,0,1
P3130,OSDUC Pipeline,6,6,1,operating,6,0,1
P3131,ORBEL Pipeline,6,6,1,operating,6,0,1
P3164,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,proposed,6,0,1
P3592,Sand Hills NGL Pipeline,6,6,1,operating,6,0,1
P3593,Sand Hills NGL Pipeline,6,6,1,operating,6,0,1
P3668,Willow Oil Pipeline,6,6,1,proposed,6,0,1
P3835,Sand Hills NGL Pipeline,6,6,1,operating,6,0,1
P3836,Sand Hills NGL Pipeline,6,6,1,operating,6,0,1
P3837,Sand Hills NGL Pipeline,6,6,1,operating,6,0,1
P3838,Sand Hills NGL Pipeline,6,6,1,operating,6,0,1
P3839,Sand Hills NGL Pipeline,6,6,1,operating,6,0,1
P3840,West Texas LPG Pipeline,6,6,1,operating,0,6,0
P3841,West Texas LPG Pipeline,6,6,1,operating,6,0,1
P3842,West Texas LPG Pipeline,6,6,1,operating,6,0,1
P3857,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,proposed,6,0,1
P3858,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,proposed,6,0,1
P3869,Amerisur Binational Pipeline,6,6,1,operating,6,0,1
P3889,New Mundra–Panipat Oil Pipeline,6,6,1,construction,6,0,1
P5191,Mumbai High - Uran Trunk Oil Pipeline,6,6,1,operating,6,0,1
P5192,Bombay-Uran Trunk Oil Pipeline,6,6,1,operating,6,0,1
P5430,OSCAB Oil Pipeline,6,6,1,operating,6,0,1
P5431,OSVAT-30 Oil Pipeline,6,6,1,operating,6,0,1
P5432,OSVAT-34 Oil Pipeline,6,6,1,operating,6,0,1
P5433,OSCAN-22 Oil Pipeline,6,6,1,operating,6,0,1
P5434,OSVAT Oil Pipeline,6,6,1,operating,6,0,1
P5435,OSBAT Oil Pipeline,6,6,1,operating,6,0,1
P5436,ORSOL Oil Pipeline,6,6,1,operating,6,0,1
P5484,Black Coyote Pipeline System,6,6,1,operating,0,6,0
P6080,Parsian Sepehr-Asaluyeh NGLs Pipeline,6,6,1,operating,6,0,1
P6081,Panipat-Jalandhar LPG Pipeline,6,6,1,operating,6,0,1
P6267,Porto Marghera-Mantova Oil Pipeline,6,6,1,retired,0,6,0
P6283,Mazeikiai-Butinge Oil Pipeline,6,6,1,operating,6,0,1
P6296,Constanta-Ploesti Oil Pipeline,6,6,1,operating,6,0,1
P6431,OSBRA Pipeline,6,6,1,operating,6,0,1
P6445,NC 41–Mellitah Condensate NGL pipeline,6,6,2,proposed,0,6,0
P6470,Conway Line,6,6,1,operating,0,6,0
P6471,Conway Bushton System,6,6,1,operating,0,6,0
P6490,Cajun-Sibon NGL Pipeline,6,6,1,operating,6,0,1
P6497,Cajun-Sibon NGL Pipeline,6,6,1,operating,0,6,0
P6498,Cajun-Sibon NGL Pipeline,6,6,1,operating,6,0,1
P6499,Cajun-Sibon NGL Pipeline,6,6,1,cancelled,6,0,1
P6518,Black Lake Pipeline,6,6,1,operating,6,0,1
P6522,West Texas LPG Pipeline,6,6,1,construction,6,0,1
P7287,Elk Creek NGL Pipeline,6,6,1,operating,6,0,1
P7317,Elk Creek NGL Pipeline,6,6,1,construction,6,0,1
P0002,Athabasca Oil Pipeline,5,5,2,operating,5,0,1
P0019,Energy East Oil Pipeline,5,5,1,cancelled,5,0,1
P0022,Heartland Oil Pipeline,5,5,1,cancelled,5,0,1
P0024,Keystone Oil Pipeline,5,5,1,operating,5,0,1
P0025,Keystone XL Oil Pipeline,5,5,1,cancelled,5,0,1
P0034,Waupisoo Oil Pipeline,5,5,2,operating,5,0,1
P0035,Woodland Oil Pipeline,5,5,2,operating,5,0,1
P0137,Upland Oil Pipeline,5,5,1,cancelled,5,0,1
P0584,Aseida Gathering-Ra's Lanuf Oil Pipeline,5,5,2,operating,5,0,1
P0587,Dor Marada-Tibisti Oil Pipeline,5,5,2,operating,5,0,1
P0594,Hofra-Aseida Gathering Oil Pipeline,5,5,2,operating,5,0,1
P0605,Tibisti-Aseida Gathering Oil Pipeline,5,5,2,operating,5,0,1
P0645,Baku-Novorossiysk Oil Pipeline,5,5,2,operating,5,0,1
P0887,Apsara Oil Pipeline,5,5,2,operating,5,0,1
P1216,Taranaki Basin to New Plymouth Oil Pipeline,5,5,2,operating,5,0,1
P1226,Venezuela Colombia Oil Pipeline,5,5,2,cancelled,5,0,1
P1977,Dhahran-Bapco refinery Oil Pipeline,5,5,2,retired,0,5,0
P1980,Wafra field-Mina Saud Oil Pipelines,5,5,2,operating,0,5,0
P1981,Wafra field-Mina Saud Oil Pipelines,5,5,2,operating,0,5,0
P1982,Wafra field-Mina Saud Oil Pipelines,5,5,2,operating,0,5,0
P2095,Athabasca Oil Pipeline Twin,5,5,2,operating,5,0,1
P2104,Woodland Oil Pipeline,5,5,2,operating,5,0,1
P2257,Trans Niger Pipeline,5,5,1,operating,5,0,1
P2702,Al Khafji Joint Operations Offshore Pipeline,5,5,2,cancelled,0,5,0
P3687,Onal-Coucal Oil Pipeline,5,5,1,operating,0,5,0
P3705,Lineynoye Oil Field Pipeline,5,5,1,cancelled,0,5,0
P3709,Tomsk Oblast to Kiev-Eganskoya Oil Pipeline,5,5,1,operating,0,5,0
P3719,Tobruk-Alexandria Oil Pipeline,5,5,2,cancelled,5,0,1
P3843,Paradip Numaligarh Crude Pipeline (PNCPL),5,5,1,construction,0,5,0
P3845,Dhamra–Numaligarh Oil Pipeline,5,5,1,cancelled,5,0,1
P5136,Keystone Oil Pipeline,5,5,1,operating,5,0,1
P5156,Keystone Oil Pipeline,5,5,1,operating,0,5,0
P5157,Keystone Oil Pipeline,5,5,1,operating,5,0,1
P5232,Michurinsk–Kremenchug Oil Pipeline,5,5,2,mothballed,5,0,1
P5355,White Spruce Pipeline,5,5,1,operating,0,5,0
P5356,Enbridge Line 75 Oil Pipeline,5,5,2,operating,5,0,1
P5451,Loma Campana-Lago Pellegrini Oil Pipeline,5,5,2,operating,5,0,1
P6085,Urengoy-Purpe Oil and Condensate Pipeline,5,5,1,operating,5,0,1
P6086,Urengoy-Surgut Condensate Pipeline,5,5,1,operating,5,0,1
P6087,Urengoy-Surgut Condensate Pipeline,5,5,1,operating,5,0,1
P6098,Yamburg-Urengoy Condensate Pipeline,5,5,1,operating,5,0,1
P6099,Yamburg-Urengoy Condensate Pipeline,5,5,1,operating,5,0,1
P6100,Zapolyarnoye-Novy Urengoy Condensate Pipeline,5,5,1,operating,5,0,1
P6103,Surgut-Yuzhny Balyk NGL Pipeline,5,5,1,operating,5,0,1
P6106,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,proposed,5,0,1
P6107,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,operating,5,0,1
P6108,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,operating,5,0,1
P6109,Zapadny Soplesk-Vuktyl Condensate Pipeline,5,5,1,operating,5,0,1
P6110,Orenburg-Salavat Condensate Pipeline,5,5,1,operating,0,5,0
P6111,Orenburg-Kazan Ethane Pipeline,5,5,1,operating,5,0,1
P6112,Pechoro-Kozhvniskoye-Zapadny Soplesk Condensate Pipeline,5,5,1,operating,0,5,0
P6114,Orenburg-Salavat Condensate Pipeline,5,5,1,operating,0,5,0
P6115,Orenburg-Salavat-Ufa Condensate Pipeline,5,5,1,operating,0,5,0
P6116,Orenburg-Salavat-Ufa Condensate Pipeline,5,5,1,operating,0,5,0
P6117,Orenburg-Shkapovo-Tuymazy Product Pipeline,5,5,1,operating,5,0,1
P6118,Orenburg-Shkapovo-Tuymazy Product Pipeline,5,5,1,operating,0,5,0
P6155,Kovykta-Okunaiskii Condensate Pipeline,5,5,1,operating,5,0,1
P6479,Tri-States NGL Pipeline,5,5,1,operating,5,0,1
P6495,Panola Pipeline,5,5,1,operating,5,0,1
P7187,Novy Port-Rostovtsevskoye-Bovanenkovo-Kharasavey Oil Pipeline,5,5,1,operating,0,5,0
P7256,Novoportovskoye-Novy Port Oil Pipeline,5,5,1,operating,5,0,1
P7263,Novoportovskoye-Novy Port Oil Pipeline,5,5,1,operating,5,0,1
P7266,Tambey-Kharasavey Condensate Pipeline,5,5,1,operating,0,5,0
P7267,Bovanenkovo-Kharasavey Condensate Pipeline,5,5,1,operating,0,5,0
P0039,Bakken-to-Cushing Oil Pipeline,4,4,1,cancelled,4,0,1
P0055,Constitution Oil and Gas Pipeline,4,4,1,operating,4,0,1
P0083,Glass Mountain Oil Pipeline,4,4,1,operating,4,0,1
P0343,Texas City Terminal Pipeline,4,4,1,cancelled,4,0,1
P0345,Powder River Basin Pipeline,4,4,1,operating,0,4,0
P0399,Oryx Pipeline System,4,4,1,operating,4,0,1
P0550,Mina Al Fahal-Sohar Oil Pipeline,4,4,1,operating,4,0,1
P0613,Bonny-Port Harcourt Refinery Pipeline,4,4,1,operating,4,0,1
P0617,Eni Kwale-Brass Oil Pipeline Network,4,4,1,operating,0,4,0
P0618,Escravos-Warri-Kaduna Oil Pipeline,4,4,1,operating,0,4,0
P0622,Ogoda-Brass Oil Pipeline,4,4,1,operating,0,4,0
P0628,Tebidaba-Brass Oil Pipeline,4,4,1,operating,4,0,1
P0654,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,operating,4,0,1
P0671,Monte Alpi Crude Oil Pipeline,4,4,1,operating,4,0,1
P0674,Odessa–Brody Oil Pipeline,4,2,2,idle,4,0,1
P0948,Naharkatiya-Barauni Crude Oil Pipeline,4,4,1,operating,4,0,1
P0949,Naharkatiya-Digboi Crude Oil Pipeline,4,4,1,operating,4,0,1
P1221,Petro Andina Pipeline,4,4,1,operating,4,0,1
P1222,Oiltanking Pipeline,4,4,2,operating,4,0,1
P1235,Ocensa Oil Pipeline,4,4,2,operating,4,0,1
P1379,Llanos Oil Pipeline,4,4,2,operating,4,0,1
P1493,Eight-Three Oil Pipeline Network,4,4,1,retired,4,0,1
P1964,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,operating,0,4,0
P1965,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,operating,0,4,0
P1966,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,operating,0,4,0
